iter	Passed	Remaining
1730	2671	1958
1731	2672	1956
1732	2674	1955
1733	2675	1953
1734	2677	1951
1735	2678	1950
1736	2680	1949
1737	2682	1947
1738	2683	1946
1739	2685	1944
1740	2686	1942
1741	2688	1941
1742	2689	1939
1743	2691	1938
1744	2693	1936
1745	2695	1935
1746	2696	1934
1747	2698	1932
1748	2699	1930
1749	2701	1929
1750	2702	1927
1751	2703	1926
1752	2705	1924
1753	2706	1922
1754	2708	1921
1755	2709	1919
1756	2711	1918
1757	2712	1916
1758	2714	1914
1759	2715	1913
1760	2717	1911
1761	2718	1910
1762	2720	1908
1763	2721	1906
1764	2723	1905
1765	2724	1903
1766	2726	1902
1767	2727	1900
1768	2729	1899
1769	2730	1897
1770	2732	1896
1771	2733	1894
1772	2735	1892
1773	2736	1891
1774	2738	1889
1775	2739	1888
1776	2741	1886
1777	2742	1885
1778	2744	1883
1779	2746	1882
1780	2747	1880
1781	2749	1878
1782	2750	1877
1783	2752	1875
1784	2753	1874
1785	2755	1872
1786	2757	1871
1787	2758	1870
1788	2760	1868
1789	2761	1866
1790	2763	1865
1791	2764	1863
1792	2766	1862
1793	2767	1860
1794	2769	1858
1795	2770	1857
1796	2772	1855
1797	2773	1854
1798	2775	1852
1799	2776	1851
1800	2778	1849
1801	2780	1848
1802	2781	1846
1803	2782	1845
1804	2784	1843
1805	2785	1841
1806	2787	1840
1807	2789	1838
1808	2790	1837
1809	2792	1835
1810	2793	1834
1811	2795	1832
1812	2796	1830
1813	2798	1829
1814	2799	1827
1815	2800	1826
1816	2802	1824
1817	2803	1823
1818	2805	1821
1819	2807	1819
1820	2808	1818
1821	2809	1816
1822	2811	1815
1823	2812	1813
1824	2814	1811
1825	2815	1810
1826	2817	1808
1827	2818	1807
1828	2820	1805
1829	2821	1804
1830	2823	1802
1831	2824	1800
1832	2826	1799
1833	2827	1797
1834	2829	1796
1835	2830	1794
1836	2832	1792
1837	2833	1791
1838	2835	1790
1839	2837	1788
1840	2838	1787
1841	2840	1785
1842	2841	1784
1843	2843	1782
1844	2844	1780
1845	2846	1779
1846	2847	1777
1847	2849	1776
1848	2851	1774
1849	2852	1773
1850	2854	1771
1851	2855	1770
1852	2856	1768
1853	2858	1766
1854	2859	1765
1855	2861	1763
1856	2862	1762
1857	2864	1760
1858	2866	1759
1859	2867	1757
1860	2868	1755
1861	2870	1754
1862	2871	1752
1863	2873	1751
1864	2875	1749
1865	2876	1748
1866	2878	1746
1867	2880	1745
1868	2882	1744
1869	2883	1742
1870	2884	1740
1871	2886	1739
1872	2887	1737
1873	2889	1736
1874	2890	1734
1875	2892	1732
1876	2893	1731
1877	2895	1729
1878	2896	1728
1879	2898	1726
1880	2899	1725
1881	2901	1723
1882	2902	1722
1883	2904	1720
1884	2906	1719
1885	2907	1717
1886	2909	1715
1887	2910	1714
1888	2912	1712
1889	2913	1711
1890	2915	1709
1891	2916	1708
1892	2918	1706
1893	2919	1704
1894	2921	1703
1895	2922	1701
1896	2923	1700
1897	2925	1698
1898	2927	1697
1899	2928	1695
1900	2930	1694
1901	2931	1692
1902	2933	1690
1903	2934	1689
1904	2936	1687
1905	2937	1686
1906	2939	1684
1907	2940	1683
1908	2942	1681
1909	2944	1680
1910	2945	1678
1911	2947	1677
1912	2949	1675
1913	2950	1674
1914	2951	1672
1915	2953	1670
1916	2954	1669
1917	2956	1667
1918	2958	1666
1919	2960	1665
1920	2961	1663
1921	2963	1662
1922	2964	1660
1923	2966	1658
1924	2967	1657
1925	2969	1655
1926	2970	1654
1927	2972	1652
1928	2974	1651
1929	2975	1649
1930	2977	1648
1931	2978	1646
1932	2980	1644
1933	2981	1643
1934	2982	1641
1935	2984	1640
1936	2985	1638
1937	2987	1637
1938	2989	1635
1939	2990	1634
1940	2992	1632
1941	2993	1630
1942	2995	1629
1943	2996	1627
1944	2998	1626
1945	2999	1624
1946	3001	1623
1947	3002	1621
1948	3004	1619
1949	3005	1618
1950	3007	1616
1951	3008	1615
1952	3009	1613
1953	3011	1612
1954	3012	1610
1955	3014	1608
1956	3015	1607
1957	3017	1605
1958	3018	1604
1959	3020	1602
1960	3021	1601
1961	3023	1599
1962	3024	1597
1963	3026	1596
1964	3027	1594
1965	3029	1593
1966	3030	1591
1967	3032	1590
1968	3033	1588
1969	3035	1586
1970	3036	1585
1971	3038	1583
1972	3039	1582
1973	3041	1580
1974	3042	1579
1975	3044	1577
1976	3045	1575
1977	3047	1574
1978	3048	1572
1979	3049	1571
1980	3051	1569
1981	3053	1568
1982	3054	1566
1983	3056	1565
1984	3057	1563
1985	3059	1561
1986	3060	1560
1987	3061	1558
1988	3063	1557
1989	3064	1555
1990	3066	1553
1991	3068	1552
1992	3069	1550
1993	3070	1549
1994	3072	1547
1995	3074	1546
1996	3075	1544
1997	3076	1543
1998	3078	1541
1999	3079	1539
2000	3081	1538
2001	3082	1536
2002	3084	1535
2003	3085	1533
2004	3087	1532
2005	3089	1530
2006	3090	1529
2007	3092	1527
2008	3093	1526
2009	3095	1524
2010	3096	1522
2011	3098	1521
2012	3099	1519
2013	3101	1518
2014	3102	1516
2015	3104	1515
2016	3105	1513
2017	3106	1511
2018	3108	1510
2019	3109	1508
2020	3111	1507
2021	3112	1505
2022	3114	1504
2023	3116	1502
2024	3117	1501
2025	3119	1499
2026	3120	1497
2027	3121	1496
2028	3123	1494
2029	3124	1493
2030	3126	1491
2031	3127	1489
2032	3129	1488
2033	3131	1487
2034	3132	1485
2035	3134	1483
2036	3135	1482
2037	3136	1480
2038	3138	1479
2039	3139	1477
2040	3141	1475
2041	3142	1474
2042	3144	1473
2043	3146	1471
2044	3147	1469
2045	3149	1468
2046	3150	1466
2047	3151	1465
2048	3153	1463
2049	3155	1462
2050	3156	1460
2051	3157	1458
2052	3159	1457
2053	3161	1456
2054	3162	1454
2055	3164	1452
2056	3165	1451
2057	3167	1449
2058	3168	1448
2059	3170	1446
2060	3171	1445
2061	3173	1443
2062	3174	1441
2063	3176	1440
2064	3177	1438
2065	3179	1437
2066	3180	1435
2067	3182	1434
2068	3183	1432
2069	3185	1430
2070	3186	1429
2071	3188	1427
2072	3189	1426
2073	3191	1424
2074	3192	1423
2075	3194	1421
2076	3195	1420
2077	3197	1418
2078	3198	1416
2079	3200	1415
2080	3201	1413
2081	3202	1412
2082	3204	1410
2083	3205	1409
2084	3207	1407
2085	3209	1406
2086	3210	1404
2087	3212	1402
2088	3213	1401
2089	3214	1399
2090	3216	1398
2091	3217	1396
2092	3219	1395
2093	3220	1393
2094	3222	1392
2095	3224	1390
2096	3225	1388
2097	3227	1387
2098	3228	1385
2099	3229	1384
2100	3231	1382
2101	3232	1381
2102	3234	1379
2103	3235	1377
2104	3237	1376
2105	3239	1374
2106	3240	1373
2107	3242	1371
2108	3243	1370
2109	3244	1368
2110	3246	1367
2111	3247	1365
2112	3249	1364
2113	3250	1362
2114	3252	1360
2115	3254	1359
2116	3255	1358
2117	3257	1356
2118	3258	1354
2119	3260	1353
2120	3261	1351
2121	3263	1350
2122	3264	1348
2123	3265	1346
2124	3267	1345
2125	3269	1343
2126	3270	1342
2127	3272	1340
2128	3273	1339
2129	3274	1337
2130	3276	1336
2131	3277	1334
2132	3279	1332
2133	3280	1331
2134	3282	1329
2135	3283	1328
2136	3285	1326
2137	3287	1325
2138	3288	1323
2139	3289	1322
2140	3291	1320
2141	3292	1318
2142	3294	1317
2143	3295	1315
2144	3297	1314
2145	3298	1312
2146	3300	1311
2147	3301	1309
2148	3303	1308
2149	3304	1306
2150	3306	1304
2151	3307	1303
2152	3309	1301
2153	3310	1300
2154	3311	1298
2155	3313	1297
2156	3314	1295
2157	3316	1294
2158	3318	1292
2159	3319	1291
2160	3321	1289
2161	3322	1287
2162	3324	1286
2163	3325	1284
2164	3327	1283
2165	3329	1281
2166	3330	1280
2167	3332	1278
2168	3333	1277
2169	3335	1275
2170	3336	1274
2171	3338	1272
2172	3339	1271
2173	3341	1269
2174	3342	1267
2175	3344	1266
2176	3345	1264
2177	3347	1263
2178	3349	1261
2179	3350	1260
2180	3352	1258
2181	3353	1257
2182	3355	1255
2183	3356	1254
2184	3357	1252
2185	3359	1250
2186	3360	1249
2187	3362	1247
2188	3364	1246
2189	3365	1244
2190	3367	1243
2191	3368	1241
2192	3370	1240
2193	3371	1238
2194	3372	1237
2195	3374	1235
2196	3375	1233
2197	3377	1232
2198	3379	1230
2199	3380	1229
2200	3382	1227
2201	3383	1226
2202	3385	1224
2203	3386	1223
2204	3388	1221
2205	3389	1220
2206	3391	1218
2207	3392	1216
2208	3394	1215
2209	3395	1213
2210	3397	1212
2211	3398	1210
2212	3400	1209
2213	3401	1207
2214	3403	1206
2215	3404	1204
2216	3406	1202
2217	3407	1201
2218	3409	1199
2219	3410	1198
2220	3412	1196
2221	3413	1195
2222	3415	1193
2223	3416	1192
2224	3418	1190
2225	3419	1189
2226	3421	1187
2227	3422	1185
2228	3424	1184
2229	3425	1182
2230	3427	1181
2231	3428	1179
2232	3430	1178
2233	3431	1176
2234	3433	1175
2235	3434	1173
2236	3435	1171
2237	3437	1170
2238	3438	1168
2239	3441	1167
2240	3442	1166
2241	3444	1164
2242	3445	1162
2243	3447	1161
2244	3448	1159
2245	3450	1158
2246	3451	1156
2247	3453	1155
2248	3454	1153
2249	3456	1152
2250	3457	1150
2251	3459	1149
2252	3460	1147
2253	3462	1145
2254	3463	1144
2255	3465	1142
2256	3467	1141
2257	3468	1139
2258	3469	1138
2259	3471	1136
2260	3473	1135
2261	3474	1133
2262	3476	1132
2263	3477	1130
2264	3479	1129
2265	3480	1127
2266	3482	1125
2267	3483	1124
2268	3485	1122
2269	3486	1121
2270	3488	1119
2271	3489	1118
2272	3491	1116
2273	3492	1115
2274	3494	1113
2275	3495	1112
2276	3497	1110
2277	3498	1108
2278	3500	1107
2279	3501	1105
2280	3503	1104
2281	3504	1102
2282	3506	1101
2283	3507	1099
2284	3509	1098
2285	3510	1096
2286	3512	1094
2287	3513	1093
2288	3515	1091
2289	3516	1090
2290	3518	1088
2291	3519	1087
2292	3521	1085
2293	3522	1084
2294	3524	1082
2295	3525	1081
2296	3527	1079
2297	3528	1077
2298	3530	1076
2299	3531	1074
2300	3532	1073
2301	3534	1071
2302	3536	1070
2303	3537	1068
2304	3539	1067
2305	3541	1065
2306	3542	1064
2307	3544	1062
2308	3545	1061
2309	3546	1059
2310	3548	1057
2311	3550	1056
2312	3551	1054
2313	3553	1053
2314	3554	1051
2315	3555	1050
2316	3557	1048
2317	3558	1047
2318	3560	1045
2319	3561	1043
2320	3563	1042
2321	3564	1040
2322	3566	1039
2323	3567	1037
2324	3569	1036
2325	3570	1034
2326	3572	1033
2327	3573	1031
2328	3575	1030
2329	3576	1028
2330	3577	1026
2331	3579	1025
2332	3581	1023
2333	3583	1022
2334	3584	1020
2335	3585	1019
2336	3587	1017
2337	3588	1016
2338	3590	1014
2339	3591	1012
2340	3592	1011
2341	3594	1009
2342	3596	1008
2343	3598	1006
2344	3599	1005
2345	3600	1003
2346	3602	1002
2347	3603	1000
2348	3605	999
2349	3606	997
2350	3608	996
2351	3609	994
2352	3611	992
2353	3613	991
2354	3614	989
2355	3615	988
2356	3617	986
2357	3618	985
2358	3620	983
2359	3621	982
2360	3623	980
2361	3624	979
2362	3626	977
2363	3627	976
2364	3629	974
2365	3630	972
2366	3632	971
2367	3633	969
2368	3635	968
2369	3636	966
2370	3638	965
2371	3639	963
2372	3641	962
2373	3642	960
2374	3644	959
2375	3645	957
2376	3647	955
2377	3648	954
2378	3650	952
2379	3651	951
2380	3653	949
2381	3654	948
2382	3656	946
2383	3657	945
2384	3659	943
2385	3660	942
2386	3662	940
2387	3663	938
2388	3665	937
2389	3666	935
2390	3668	934
2391	3669	932
2392	3671	931
2393	3672	929
2394	3674	928
2395	3676	926
2396	3677	925
2397	3679	923
2398	3680	922
2399	3682	920
2400	3683	919
2401	3685	917
2402	3686	915
2403	3688	914
2404	3689	912
2405	3691	911
2406	3693	909
2407	3694	908
2408	3696	906
2409	3697	905
2410	3699	903
2411	3700	902
2412	3701	900
2413	3703	899
2414	3705	897
2415	3706	896
2416	3708	894
2417	3710	893
2418	3711	891
2419	3713	889
2420	3714	888
2421	3716	886
2422	3717	885
2423	3719	883
2424	3721	882
2425	3723	880
2426	3724	879
2427	3726	877
2428	3727	876
2429	3729	874
2430	3730	873
2431	3732	871
2432	3733	870
2433	3734	868
2434	3736	867
2435	3738	865
2436	3740	864
2437	3741	862
2438	3743	860
2439	3744	859
2440	3746	857
2441	3747	856
2442	3749	854
2443	3751	853
2444	3752	851
2445	3754	850
2446	3756	848
2447	3757	847
2448	3759	845
2449	3760	844
2450	3762	842
2451	3763	841
2452	3765	839
2453	3766	838
2454	3768	836
2455	3769	835
2456	3771	833
2457	3772	831
2458	3774	830
2459	3775	828
2460	3777	827
2461	3778	825
2462	3780	824
2463	3781	822
2464	3783	821
2465	3785	819
2466	3786	818
2467	3788	816
2468	3789	814
2469	3791	813
2470	3792	811
2471	3794	810
2472	3795	808
2473	3797	807
2474	3799	805
2475	3800	804
2476	3802	802
2477	3803	801
2478	3805	799
2479	3806	798
2480	3808	796
2481	3809	795
2482	3811	793
2483	3812	792
2484	3814	790
2485	3816	789
2486	3817	787
2487	3819	785
2488	3820	784
2489	3822	782
2490	3823	781
2491	3824	779
2492	3826	778
2493	3827	776
2494	3829	775
2495	3831	773
2496	3832	772
2497	3834	770
2498	3835	769
2499	3837	767
2500	3838	765
2501	3840	764
2502	3841	762
2503	3843	761
2504	3844	759
2505	3846	758
2506	3848	756
2507	3849	755
2508	3851	753
2509	3852	752
2510	3854	750
2511	3855	749
2512	3857	747
2513	3858	745
2514	3860	744
2515	3862	742
2516	3863	741
2517	3865	739
2518	3866	738
2519	3868	736
2520	3869	735
2521	3870	733
2522	3872	732
2523	3873	730
2524	3875	729
2525	3877	727
2526	3878	726
2527	3880	724
2528	3881	722
2529	3882	721
2530	3884	719
2531	3885	718
2532	3887	716
2533	3888	715
2534	3890	713
2535	3892	712
2536	3893	710
2537	3895	709
2538	3896	707
2539	3898	705
2540	3899	704
2541	3900	702
2542	3902	701
2543	3903	699
2544	3905	698
2545	3907	696
2546	3908	695
2547	3910	693
2548	3911	692
2549	3913	690
2550	3914	689
2551	3916	687
2552	3917	685
2553	3918	684
2554	3920	682
2555	3921	681
2556	3923	679
2557	3925	678
2558	3926	676
2559	3927	675
2560	3929	673
2561	3930	671
2562	3932	670
2563	3933	668
2564	3935	667
2565	3936	665
2566	3938	664
2567	3939	662
2568	3941	661
2569	3942	659
2570	3944	658
2571	3945	656
2572	3947	655
2573	3948	653
2574	3949	651
2575	3951	650
2576	3952	648
2577	3954	647
2578	3956	645
2579	3957	644
2580	3959	642
2581	3960	641
2582	3962	639
2583	3963	638
2584	3965	636
2585	3966	635
2586	3967	633
2587	3969	631
2588	3971	630
2589	3972	628
2590	3974	627
2591	3975	625
2592	3977	624
2593	3978	622
2594	3980	621
2595	3981	619
2596	3982	618
2597	3984	616
2598	3986	615
2599	3987	613
2600	3989	611
2601	3990	610
2602	3991	608
2603	3993	607
2604	3994	605
2605	3996	604
2606	3997	602
2607	3999	601
2608	4001	599
2609	4002	598
2610	4004	596
2611	4005	595
2612	4007	593
2613	4008	591
2614	4010	590
2615	4011	588
2616	4012	587
2617	4014	585
2618	4016	584
2619	4017	582
2620	4019	581
2621	4020	579
2622	4022	578
2623	4023	576
2624	4025	575
2625	4026	573
2626	4027	571
2627	4029	570
2628	4030	568
2629	4032	567
2630	4034	565
2631	4035	564
2632	4037	562
2633	4038	561
2634	4039	559
2635	4041	558
2636	4042	556
2637	4044	554
2638	4045	553
2639	4047	551
2640	4049	550
2641	4050	548
2642	4051	547
2643	4053	545
2644	4054	544
2645	4056	542
2646	4057	541
2647	4059	539
2648	4060	538
2649	4062	536
2650	4064	535
2651	4065	533
2652	4066	531
2653	4068	530
2654	4069	528
2655	4071	527
2656	4073	525
2657	4075	524
2658	4076	522
2659	4078	521
2660	4080	519
2661	4081	518
2662	4082	516
2663	4084	515
2664	4085	513
2665	4087	512
2666	4088	510
2667	4090	508
2668	4091	507
2669	4092	505
2670	4094	504
2671	4096	502
2672	4097	501
2673	4099	499
2674	4100	498
2675	4102	496
2676	4103	495
2677	4105	493
2678	4106	492
2679	4107	490
2680	4109	488
2681	4111	487
2682	4112	485
2683	4114	484
2684	4115	482
2685	4117	481
2686	4118	479
2687	4120	478
2688	4121	476
2689	4122	475
2690	4124	473
2691	4126	472
2692	4127	470
2693	4129	469
2694	4130	467
2695	4132	465
2696	4133	464
2697	4135	462
2698	4136	461
2699	4138	459
2700	4139	458
2701	4141	456
2702	4143	455
2703	4144	453
2704	4146	452
2705	4147	450
2706	4149	449
2707	4150	447
2708	4151	445
2709	4153	444
2710	4154	442
2711	4156	441
2712	4158	439
2713	4159	438
2714	4161	436
2715	4162	435
2716	4164	433
2717	4165	432
2718	4167	430
2719	4168	429
2720	4170	427
2721	4171	426
2722	4173	424
2723	4174	422
2724	4176	421
2725	4177	419
2726	4179	418
2727	4180	416
2728	4181	415
2729	4183	413
2730	4184	412
2731	4186	410
2732	4188	409
2733	4189	407
2734	4191	406
2735	4192	404
2736	4194	403
2737	4195	401
2738	4196	399
2739	4198	398
2740	4200	396
2741	4201	395
2742	4203	393
2743	4204	392
2744	4206	390
2745	4207	389
2746	4209	387
2747	4210	386
2748	4212	384
2749	4213	383
2750	4215	381
2751	4216	379
2752	4217	378
2753	4219	376
2754	4221	375
2755	4222	373
2756	4223	372
2757	4225	370
2758	4226	369
2759	4228	367
2760	4229	366
2761	4231	364
2762	4232	363
2763	4234	361
2764	4235	360
2765	4237	358
2766	4238	356
2767	4240	355
2768	4241	353
2769	4243	352
2770	4244	350
2771	4245	349
2772	4247	347
2773	4248	346
2774	4250	344
2775	4252	343
2776	4253	341
2777	4255	340
2778	4256	338
2779	4258	336
2780	4259	335
2781	4261	333
2782	4262	332
2783	4263	330
2784	4265	329
2785	4267	327
2786	4269	326
2787	4270	324
2788	4271	323
2789	4273	321
2790	4274	320
2791	4276	318
2792	4277	317
2793	4279	315
2794	4281	314
2795	4282	312
2796	4284	310
2797	4285	309
2798	4287	307
2799	4288	306
2800	4290	304
2801	4291	303
2802	4292	301
2803	4294	300
2804	4296	298
2805	4298	297
2806	4299	295
2807	4301	294
2808	4302	292
2809	4304	291
2810	4305	289
2811	4307	287
2812	4308	286
2813	4310	284
2814	4311	283
2815	4313	281
2816	4314	280
2817	4316	278
2818	4317	277
2819	4319	275
2820	4320	274
2821	4321	272
2822	4323	271
2823	4324	269
2824	4326	268
2825	4328	266
2826	4330	264
2827	4331	263
2828	4333	261
2829	4334	260
2830	4336	258
2831	4337	257
2832	4339	255
2833	4340	254
2834	4342	252
2835	4344	251
2836	4345	249
2837	4347	248
2838	4348	246
2839	4350	245
2840	4351	243
2841	4353	242
2842	4354	240
2843	4356	238
2844	4357	237
2845	4359	235
2846	4360	234
2847	4362	232
2848	4363	231
2849	4365	229
2850	4366	228
2851	4368	226
2852	4369	225
2853	4371	223
2854	4372	222
2855	4374	220
2856	4376	219
2857	4377	217
2858	4379	215
2859	4380	214
2860	4382	212
2861	4383	211
2862	4384	209
2863	4386	208
2864	4387	206
2865	4389	205
2866	4390	203
2867	4392	202
2868	4393	200
2869	4395	199
2870	4396	197
2871	4398	196
2872	4399	194
2873	4401	192
2874	4402	191
2875	4403	189
2876	4405	188
2877	4407	186
2878	4408	185
2879	4410	183
2880	4411	182
2881	4413	180
2882	4414	179
2883	4415	177
2884	4417	176
2885	4418	174
2886	4420	173
2887	4422	171
2888	4423	169
2889	4425	168
2890	4426	166
2891	4428	165
2892	4429	163
2893	4430	162
2894	4432	160
2895	4433	159
2896	4435	157
2897	4437	156
2898	4439	154
2899	4441	153
2900	4443	151
2901	4444	150
2902	4446	148
2903	4447	147
2904	4449	145
2905	4450	143
2906	4453	142
2907	4454	140
2908	4456	139
2909	4457	137
2910	4458	136
2911	4460	134
2912	4461	133
2913	4463	131
2914	4464	130
2915	4466	128
2916	4468	127
2917	4469	125
2918	4471	124
2919	4472	122
2920	4474	121
2921	4475	119
2922	4476	117
2923	4478	116
2924	4480	114
2925	4481	113
2926	4483	111
2927	4485	110
2928	4486	108
2929	4488	107
2930	4489	105
2931	4491	104
2932	4492	102
2933	4494	101
2934	4495	99
2935	4497	98
2936	4498	96
2937	4500	94
2938	4501	93
2939	4503	91
2940	4504	90
2941	4506	88
2942	4507	87
2943	4509	85
2944	4510	84
2945	4511	82
2946	4513	81
2947	4515	79
2948	4516	78
2949	4518	76
2950	4519	75
2951	4521	73
2952	4522	71
2953	4524	70
2954	4525	68
2955	4526	67
2956	4528	65
2957	4530	64
2958	4531	62
2959	4533	61
2960	4534	59
2961	4536	58
2962	4537	56
2963	4539	55
2964	4540	53
2965	4542	52
2966	4543	50
2967	4545	49
2968	4546	47
2969	4548	45
2970	4550	44
2971	4551	42
2972	4553	41
2973	4554	39
2974	4556	38
2975	4557	36
2976	4559	35
2977	4561	33
2978	4562	32
2979	4564	30
2980	4565	29
2981	4567	27
2982	4568	26
2983	4570	24
2984	4571	22
2985	4573	21
2986	4574	19
2987	4576	18
2988	4578	16
2989	4579	15
2990	4581	13
2991	4582	12
2992	4583	10
2993	4585	9
2994	4586	7
2995	4588	6
2996	4589	4
2997	4591	3
2998	4593	1
2999	4594	0
